"date","type","dead","injured","location","details","perpetrator","partOf"
"20","Shooting, grenade attack","0","0","Awantipora, India","Terrorists opened fire and lobbed grenades at the Indian Air Force facility in Awantipora area of south Kashmir’s Pulwama district. No loss of life or property has been reported.[180][181]","Jaish-e-Mohammed (suspected)","Insurgency in Jammu and Kashmir"
"21","Grenade attack","0","0","Peshawar, Pakistan","Terrorists attacked a police check post with hand grenades in Peshawar. No one was hurt in the attack.[182]","Islamic State (suspected)","War in North-West Pakistan"
"21","Shooting","5","0","Bagram District, Afghanistan","Five national intelligence agency personnel have been killed following an armed attack in Bagram district of Parwan province.[183][184]","Taliban","War in Afghanistan"
"21","Shooting","1","2","Zabul Province, Afghanistan","An attack by the Taliban on a check-post in Zabul province killed an Afghan policeman and injured two others.[185]","Taliban","War in Afghanistan"
"21","Bombing","0","7","Guaviare Department, Colombia","At least seven peasants were injured as they crossed a minefield mined by the extinct Revolutionary Armed Forces of Colombia (FARC) guerrilla when they were carrying out coca leaf plantation removal work in the Nukak natural park in the Colombian department of Guaviare.[186]","FARC dissidents","Colombian conflict"
"21","Ambush","20","0","Al Anbar Governorate, Iraq","Islamic State militants staged an ambush on the Syrian side of the border with Iraq’s western province of Anbar, killing 20 truck drivers.[187]","Islamic State","Iraqi insurgency"
"21","Suicide car bombing","5 (+1)","7","Waddan, Libya","Five soldiers of the Libyan eastern-based army were killed and seven others wounded in a suicide attack on a military checkpoint in Waddan, Libya.[188][189]","Islamic State","Libyan Civil War"
"21","Ambush","2","0","Lac, Chad","Two soldiers, including a captain, were killed in a Boko Haram ambush in the Lac region of Chad.[190]","Boko Haram","Boko Haram insurgency"
"21","Bombing","2","1","Gao Region, Mali","Two soldiers from France’s counter-terrorism force in West Africa were killed and another was hurt when their vehicle struck a landmine in northeast Mali.[191][192]","Al-Qaeda in the Islamic Maghreb","Northern Mali conflict"
"21","Bombings","0","2","Baras, Philippines","Two police officers were wounded after two improvised explosive devices exploded in Baras in the Philippine province of Rizal.[193]","New People's Army (suspected)","CPP-NPA-NDF conflict"
"21","Bombing","2","22","Lashio, Myanmar","2018 Lashio bombing: A bomb exploded at a bank in the city of Lashio in northern Myanmar, killing at least two people and injuring 22 others.[194][195]","Northern Alliance (suspected)","Internal conflict in Myanmar"
"22","Shooting","8","3","Dih Yak District, Afghanistan","Eight Afghan Local Police personnel manning a check-post have been killed and three others wounded in a Taliban attack in the Dih Yak district of southern Ghazni province.[196]","Taliban","War in Afghanistan"
"22","Shootings","6","0","Far North Region, Cameroon","Boko Haram terrorists killed six people in different attacks in Cameroon's Far North region.[197]","Boko Haram","Boko Haram insurgency"
"22","Shooting","0","1","Bandipora district, India","An army man has been injured after terrorists opened fire on a search party in Paribal area of Hajin in Bandipora district of Jammu and Kashmir.[198]","Jaish-e-Mohammed (suspected)","Insurgency in Jammu and Kashmir"
"23","Bombing","0","3","Peshawar, Pakistan","Three people were injured in a roadside bomb attack targeting the car of a senior government official on Peshawar’s Ring Road.[199]","Tehrik-i-Taliban Pakistan","War in North-West Pakistan"
"23","Suicide car bombings, shooting","45 (+5)","36","Mogadishu, Somalia","February 2018 Mogadishu attack: At least 45 people were killed and 36 others injured in two car bombings and subsequent gunfire in Mogadishu, Somalia. Five attackers were also killed in the attack.[200][201]","Al-Shabaab","Somali Civil War"
"23-24","Shooting","25 (+2)","0","Bala Buluk District, Afghanistan","25 Afghan army members died after Taliban militants attacked their checkpoint in Bala Buluk district of western Farah province. Two Taliban insurgents were also killed in the attack.[202][203]","Taliban","War in Afghanistan"
"24","Suicide car bombing","1 (+1)","16","Lashkargah, Afghanistan","One intelligence agency officer was killed and 16 civilians injured when a terrorist detonated a truck bomb in front of a provincial intelligence office in Lashkargah, capital of southern Helmand province.[204]","Taliban","War in Afghanistan"
"24","Suicide car bombing","2 (+1)","7","Nad Ali District, Afghanistan","A militant detonated an explosive-laden hijacked military armored vehicle at an army camp in Nad Ali district, west of Lashkargah, killing two soldiers and injured seven others.[205][206]","Taliban","War in Afghanistan"
"24","Suicide bombing","3 (+1)","6","Kabul, Afghanistan","Three people were killed and six others injured in a suicide blast in the Shash Darak area of Kabul.[207][208]","Islamic State","War in Afghanistan"
"24","Bombings","0","1","Sittwe, Myanmar","2018 Sittwe bombings: Three bombs exploded in Sittwe, the capital of Myanmar's Rakhine state, slightly injuring a police officer.[209][210][211]","Rakhine nationalists (suspected)","Northern Rakhine State clashes"
"24","Shooting","3","0","Kabul, Afghanistan","Rafeullah Gull Afghan, a former senator from Kabul was killed along with his two bodyguards in Kabul city after gunmen opened fire on his vehicle.[212]","Taliban","War in Afghanistan"
"24","Shooting","2","3","Urozgan Province, Afghanistan","At least two policemen have been killed and three others wounded as result of a Taliban attack in central Urozgan province.[213]","Taliban","War in Afghanistan"
"24","Suicide car bombings, attempted suicide bombings","14 (+4)","54","Aden, Yemen","Fourteen people were killed and 54 others injured when two car suicide bombers struck the entrance of a military base and a checkpoint near the headquarters of the Southern Transitional Council in Aden. Two other attackers wearing explosive belts also tried to climb over the external gate of the military base to reach the inside but were shot dead by guards before they could blow themselves up.[214][215]","Islamic State","Yemeni Civil War"
"24","Shooting","2","3","Kirkuk Governorate, Iraq","Two policemen were killed and three wounded in an attack by Islamic State militants on an oil well in Iraq's oil-rich province of Kirkuk.[216]","Islamic State","Iraqi insurgency"
"24","Shooting","1","1","Puerto Rico, Colombia","An attack by dissidents of the former Revolutionary Armed Forces of Colombia (FARC) guerrillas, on a police squad in the municipality of Puerto Rico in the department of Meta left one uniformed man dead and another wounded.[217]","FARC dissidents","Colombian conflict"
"25","Bombing","4","13","Yahyakhel District, Afghanistan","At least four people were killed and 13 others injured as a motorbike bomb rocked Yahyakhel district in Afghanistan's eastern Paktika province.[218]","Taliban (suspected)","War in Afghanistan"
"25","Suicide bombings","4 (+2)","6","Far North Region, Cameroon","At least four people were killed in two suicide bombings by Boko Haram in the localities of Bourvare and Goumouldi, in the north of Cameroon. Half a dozen others were injured in the attacks.[219]","Boko Haram","Boko Haram insurgency"
"25","Shooting","3","0","Tibú, Colombia","Three Venezuelans died in the municipality of Tibú, department of Norte de Santander, in an attack by the ELN.[220]","ELN","Colombian conflict"
"25","Bombing","0","2","Bijapur district, India","Two Chhattisgarh Armed Force personnel, including an assistant platoon commander, were injured in a blast carried out by Naxalites in Chhattisgarh’s Bijapur district.[221]","CPI","Naxalite–Maoist insurgency"
"25","Shooting","1","0","Soura, India","A policemen, guarding the residence of the Hurriyat Conference (M) leader, was killed after terrorists attacked him and decamped with his service rifle at Soura in the outskirts of Srinagar.[222][223]","Islamic State","Insurgency in Jammu and Kashmir"
"25","Shooting","1","0","Charari Sharief, India","Terrorists attacked a police guard post at the shrine of Charari Sharief in Budgam district. A constable was killed in the attack.[224]","Jaish-e-Mohammed (suspected)","Insurgency in Jammu and Kashmir"
"25","Suicide bombing","0 (+1)","3","Kirkuk, Iraq","A suicide bomber blew himself up near the headquarters of Asa’ib Ahel al-Haq in Kirkuk. Three militia members were injured in the attack.[225][226]","Islamic State","Iraqi insurgency"
"26","Shooting","0 (+1)","0","Bandipora district, India","Terrorists opened fire at the security forces in Jammu and Kashmir's Bandipora district. A Lashkar-e-Taiba militant, believed to be from Pakistan, has been killed in an exchange of fire between the terrorists and the security forces.[227][228]","Lashkar-e-Taiba","Insurgency in Jammu and Kashmir"
"26","Grenade attack","0","1","Kaisariani, Greece","Two assailants approached a police station and then threw a hand grenade in its entrance before fleeing on a motorcycle in Kaisariani, a suburb of the Greek capital Athens. A taxi driver was slightly injured in the incident.[229][230]","Armed Revolutionary Struggles","Terrorism in Greece"
"26","Grenade attack","0 (+1)","1","Tral, India","A Hizbul Mujahideen militant who was in police custody was killed while a police constable was injured in a grenade explosion in a police station in Tral area, Pulwama district.[231]","Hizbul Mujahideen","Insurgency in Jammu and Kashmir"
"26","Shooting","0","3","Dantewada district, India","Three security personnel were injured in an encounter with Naxalites in Chhattisgarh’s Dantewada district.[232]","CPI","Naxalite–Maoist insurgency"
"26","Bombing","0","0","Soumpi, Mali","An armoured vehicle of the Swedish force hit a mine in Soumpi, in the Niafunké cercle. There has been no loss of life.[233]","Al-Qaeda in the Islamic Maghreb","Northern Mali conflict"
"26","Kidnapping","0","6","San Francisco, Philippines","Members of the New People's Army ransacked a ranch and abducted six workers, including two off-duty militiamen, in San Francisco, Quezon province.[234]","New People's Army","CPP–NPA–NDF rebellion"
"26","Shooting","2","4","Nahri Saraj District, Afghanistan","At least two civilians were killed and four others wounded in a Taliban attack in the Baba Wali area of Nahri Saraj District in Helmand province.[235]","Taliban","War in Afghanistan"
"27","Shooting, kidnapping","6","35","Shah Wali Kot District, Afghanistan","A group of fighters wearing army uniforms kidnapped 30 people, including 19 policemen, after stopping a bus in the Urdo-Balagh locality at the border the provinces of Kandahar and Urozgan. In another incident, a police checkpoint in the Shah Wali Kot district of Kandahar province came under attack by the Taliban fighters leaving six policemen dead and wounding five others.[236][237]","Taliban","War in Afghanistan"
"27","Bombing","5","13","Cúcuta, Colombia","At least five soldiers were killed and 13 wounded in a bomb attack against a Colombian army caravan in a rural area of the city of Cucuta, bordering Venezuela.[238][239]","ELN","Colombian conflict"
"27","Shooting","3","0","Sinjar District, Iraq","Three civilians lost their lives in an attack carried out by Islamic State terrorists on the outskirts of Karashabak village in Sinjar district.[240]","Islamic State","Iraqi insurgency"
"27","Bombing","6","0","Ségou Region, Mali","A vehicle of the armed forces hit an improvised explosive device about 7 km east of Dioura in the Ségou region. Six soldiers were killed in the blast.[241]","Al-Qaeda in the Islamic Maghreb","Northern Mali conflict"
"27","Shooting","1","0","Douentza, Mali","A terrorist killed a water and forestry officer with a gun in Douentza, Mali.[241]","Al-Qaeda in the Islamic Maghreb (suspected)","Northern Mali conflict"
"27","Suicide car bombing","2 (+1)","2","Lake Chad, Nigeria","Two soldiers were killed and two others wounded when a suicide bomber drove into their patrol vehicle in the Lake Chad region of Nigeria.[242]","Boko Haram","Boko Haram insurgency"
"27","Ambush","0","8","General Luna, Philippines","Five soldiers and three civilians were wounded in an ambush by members of the New People’s Army in General Luna, Quezon province.[243]","New People's Army","CPP-NPA-NDF rebellion"
"28","Ambush","2","3","Khwaja Sabz Posh District, Afghanistan","Two people were killed and three others injured as Taliban militants ambushed a patrol team of pro-government militias in the Khwaja Sabz Posh district of Faryab province.[244]","Taliban","War in Afghanistan"
"28","Shooting","0","1","Tral, India","Terrorists opened fire upon a civilian in Tral area in South Kashmir's Pulwama district. The citizen has been critically wounded.[245]","Jaish-e-Mohammed (suspected)","Insurgency in Jammu and Kashmir"
"28","Bombing","4","4","Mopti Region, Mali","Four UN peacekeepers have been killed and four more were wounded after their vehicle hit an explosive device in Mali's central Mopti region.[246][247]","Al-Qaeda in the Islamic Maghreb (suspected)","Northern Mali conflict"
"28","Shooting, suicide bombing","6","8","Quetta, Pakistan","A suicide bombing killed four members of Pakistan's paramilitary force and injured eight others on the outskirts of the southwestern city of Quetta while elsewhere in the city, gunmen opened fire on a senior police officer's convoy, killing two of his guards.[248][249]","Tehrik-i-Taliban Pakistan","War in North-West Pakistan"
"28","Shooting, bombings","1","4","Convención, Colombia","A new assault by the ELN with gunfire and cylinder bombs, which was registered in the rural area of Convención, killed one soldier and injured four others.[250][251]","ELN","Colombian conflict"
