"date","type","dead","injured","location","details","perpetrator","partOf"
"21","Assassination, Shooting","2","1","Hatra, Iraq","Islamic State militants dressed in military uniforms shot and killed a village mayor and a civilian as well as injuring the mayor's son in the Maflaka village of the Hatra region.[186]","Islamic State","Iraqi insurgency"
"22","Mass shooting","25 (+5)","70","Ahvaz, Iran","Ahvaz military parade attack: Gunmen opened fire during an Iranian military parade in the south-western city of Ahvaz killing at least 25 and wounding at least 70 people,all 4 attackers were killed and one other attacker was later killed, the Islamic State of Iraq and the Levant claimed responsibility and posted videos of the attackers.[187][188][189][190]","Islamic State (suspected) / Ahvaz National Resistance (suspected)","Terrorism in Iran"
"22","Car bombings","1","1","Mogadishu, Somalia","One person was killed and one was injured after two car bombings hit the capital of Somalia, Mogadishu.[191][192]","Al-Shabaab","Somali Civil War"
"22","Shooting","27+(+4)","9","Beni, Democratic Republic of The Congo","At least 27 people were killed  and 9 were injured when ADF Rebels attacked the town of Beni in the Democratic Republic of the Congo most of the dead were church members as well, at least 4 rebels were killed as well.[193][194][195][196]","Allied Democratic Forces","Allied Democratic Forces insurgency"
"22","Shooting,Ambush","7(+9)","0","Datta Khel, Pakistan","At least 7 security officers were killed by an ambush of Tehrik-I-Taliban in Datta Khel, area of North Warizistan, 9 Tehrik I Taliban militants were also killed.[197]","Tehrik-i-Taliban Pakistan","War in North-West Pakistan"
"23","Shooting","0","1","Ballymoney, Northern Ireland","A 18-year-old was shot in each arm and leg during a paramilitary-style attack in Moneycannon Road area of Ballymoney.[198][199]","Ulster Defence Association (suspected)","Dissident Irish Republican campaign"
"23","Shooting","4","0","Nineveh Governorate, Iraq","Four Iraqi soldiers died when they were attacked by Islamic State insurgents, in the Niveneh Governorate.[200]","Islamic State","Iraqi insurgency"
"23","Bombing","1","3","Tagab, Afghanistan","One police officer was killed and one other officers wounded when an improvised explosive device (IED), emplaced on a roadside by unidentified militants, detonated targeting a police vehicle in Tagab district in Afghanistan's Kapisa province.[201]","Taliban (suspected)","War in Afghanistan"
"23","Shooting","3","0","Soum Province, Burkina Faso","Three police officers were killed in Northern Burkina Faso while they were searching kidnapped miners, the attack was blamed on Jihadist groups.[202]","Al-Qaeda in the Islamic Maghreb (suspected)","Insurgency in the Maghreb"
"23","Bombing","0","3","Baghdad, Iraq","Three people were seriously injured when an IED blast targeted a bus Baghdad.[203]","Islamic State (suspected)","Iraqi insurgency"
"23","Shooting","1","0","Dumbriguda, India","An Indian lawmaker was shot dead by Maoists at the village of Dumbriguda, Andhra Pradesh, India.[204][205]","CPI","Naxalite–Maoist insurgency"
"24","Shooting","1","1","Bosaso, Somalia","Gunmen killed a member of the Puntland presidential guard unit and wounded at least 1 other in an attack at a shopping mall near Bosaso Local Government, Islamic State claimed responsibility.[206]","Islamic State","Somali Civil War"
"24","Bombing","0","7","Imphal, India","A bomb blast hit in front of a shop in the city of Imphal, injuring at least 7 people, no group claimed responsibility for the bombing.[207]","Unknown","Insurgency in Northeast India"
"24","Shooting, Arson","7","Several","Raqqa Governorate, Syria","PKK/YPG militants attacked people who refused to join their ranks, they raided the al-Khatuniyyah village  in the Raqqa Governorate killing at least seven people and injuring several more while also setting many homes on fire.[208][209]","PKK/YPG","Syrian Civil War"
"24","Shooting, Looting","0","1","Limbe, Cameroon","Separatists attacked a gendarmerie post in Limbe, injuring a student gendarme and seizing weapons.[210]","Ambazonia Defence Forces","Anglophone Crisis"
"24","Bombing","2","0","Kasserine Governorate, Tunisia","Two people were killed in a truck by a landmine blast in the mountainous central regions of Tunisia.[211]","Al-Qaeda in the Islamic Maghreb (suspected)","Insurgency in the Maghreb"
"25","Shooting","15","0","Ménaka Cercle, Mali","At least fifteen Tuaregs were shoot dead for Fulani militants on a remote desert village in the Menaka region, Malí.[212]","Fulani herdsmen militants","Northern Mali conflict"
"25","Bombing","2","3","Baghdad, Iraq","A couple of bomb blasts left at least 2 dead 3 injured in the Baghdad region.[213]","Islamic State (suspected)","Iraqi insurgency"
"25","Prison Break","0","0","Wum, Cameroon","Heavy gunmen attacked a prison in Wum, enabling over 100 inmates to escape. Last night's incident has led to a military crackdown in the locality as soldiers have launched a crack down in localities suspected to be hosting the separatist fighters.[214]","Ambazonia Defence Forces","Anglophone Crisis"
"25","Bombing","1","4","North Waziristan, Pakistan","An IED blast in North Waziristan left a soldier dead and another injured. The Jihadi group Hizbul Ahrar claimed responsibility and claimed killing 1 and injuring 4.[215]","Hizbul Ahrar","War in North-West Pakistan"
"25","Shooting","17","0","Gao Region, Mali","Gunmen attacked civilians at a camp in the Northeastern region of Mali killing at least 17 civilians. The Islamic State Greater Sahara (ISGS) is suspected.[216][217]","Islamic State (suspected)","Northern Mali conflict"
"26","Shooting, Arson","20","Hundreds","Benishangul-Gumuz Region, Ethiopia","At least 20 civilians were killed and hundreds injured and two vehicles were burnt down and unspecified houses have been destroyed by fire since the violence broke out last Wednesday, due in the unfolding ethnic-based attacks in different places of Benishangul Gumuz regional state of western Ethiopia, senior officials disclosed on Monday.[218]","Oromo Liberation Front (suspected)","Insurgency in Ogaden"
"26","Bombing","9","Several","Baraboulé Department, Burkina Faso","At least nine Burkina Faso soldiers were killed and several others were injured when their vehicle crossed over a landmine in the Baraboulé Department of the Soum Province in Burkina Faso.[219][220]","Al-Qaeda in the Islamic Maghreb (suspected)","Insurgency in the Maghreb"
"26","Suicide Bombing","0 (+1)","0","Abyan Governorate, Yemen","In Jaar district, Abyan governorate, an unidentified suicide bomber detonated their explosives near a power plant, but no casualties were reported.[221]","Al-Qaeda in the Arabian Peninsula (suspected)","Yemeni Civil War (2015–present)"
"26","Shooting","1","0","Yarang District, Thailand","An assistant village head was killed in a drive-by shooting by insurgents in Pattani's Yarang district.[222]","Barisan Revolusi Nasional (suspected)","South Thailand insurgency"
"26","Bombing","8","0","Douentza, Mali","Seven soldiers and one civilian were killed when their vehicle ran over a landmine and exploded near Douentza in Mali.[223][224]","Al-Qaeda in the Islamic Maghreb","Northern Mali conflict"
"26","Bombing","2","2","Silopi, Turkey","2 security guards were killed when an IED placed by PKK militants exploded 2 other security guards were injured as well, the attack occurred at Sirnak's Silopi District of Turkey.[225]","PKK","Kurdish-Turkish conflict"
"26","Shooting","1","0","Kandahar, Afghanistan","An election candidate was shot dead by unknown gunmen in Kandahar, Afghanistan. The gunmen fled after killing him.[226]","Taliban (suspected)","War in Afghanistan"
"26","Bombing","2","0","Markada, Syria","An explosive device possibly planted by Islamic State leftovers killed 2 civilians near the city of Markada in southern Al-Hasakah.[227]","Islamic State (suspected)","Syrian Civil War"
"26","Shooting, Attempted Arson","2 (+3)","4","Limbe and Bamenda, Cameroon","t least three separatists were killed and three soldiers injured during clashes with security forces in Bamenda. In Limbe, two police inspectors were killed and a police woman was injured when separatists who made an unsuccessful attempt to burn down the police station there.[228][229]","Ambazonia Defence Forces","Anglophone Crisis"
"26","Shooting","2(+3)","6","Kalat, Pakistan","Two Pakistani soldiers were killed and 6 were mildly injured in the Kalat area of Manghochar Balochistan when they clashed with Islamic State militants in a compound, all 3 terrorists were killed.[230]","Islamic State","War in North-West Pakistan"
"27","Shooting, Grenade Attack","0","0","Meerut, India","Assailants opened fire and threw a grenade in the BJP lawmaker Sangeet Som's residence in Uttar Pradesh's Meerut, in the early hours of Thursday.[231]","Unknown","Terrorism in India"
"27","Bombing","2","6","El Wak, Somalia","A couple of bombings targeting tea shops in El Wak, Somalia killed 2 and injured 6. The attack was blamed on Al-Shabaab.[232][233]","Al-Shabaab","Somali Civil War"
"27","Shooting","3 (+3)","1","Anantnag, India","Three militants and a soldier were killed in two separate encounters, a civilian died in firing during a cordon and search operation and an unidentified man was shot dead in an army ambush in Kashmir.[234][235]","Lashkar-e-Taiba","Insurgency in Jammu and Kashmir"
"27","Shooting","2","0","Hamam al-Alil, Iraq","Two fishermen were shot dead by Islamic State militants near the Hamam al-Alil region of Iraq.[236]","Islamic State","Iraqi insurgency"
"27","Shooting","1","0","Baghdad, Iraq","A popular Iraqi model, Tara Fares, was shot and killed by an unknown gunman in Baghdad. According to Iraq's Interior Minister, an extremist group was behind her killing.[237][238]","Unknown","Iraqi insurgency"
"27","Shooting","1","0","Yarang District, Thailand","An assistant village head was killed in Yarang when insurgents on a car opened fire on him.[239]","Barisan Revolusi Nasional","South Thailand Insurgency"
"28","Suicide Bombings","4(+2)","10","Mora, Cameroon","Two suspected Boko Haram female suicide bombers detonated killing at least four and injuring 10 in Mora in the far North of Cameroon, the suicide bombings happened when locals were preparing to go to the morning prayer.[240]","Boko Haram (suspected)","Boko Haram insurgency"
"28","Grenade attack","9","35","Yambio, South Sudan","9 people were killed and 35 were injured when a man lobbed a grenade at a memorial service, at Yambio South Sudan.[241]","Unknown","South Sudanese Civil War"
"28","Shooting","0","1","Belfast, Northern Ireland","A paramilitary-style attack carried out in Turf Lodge, west Belfast. The Police arrested four suspects behalf of dissident republican group, Armna Poblachta.[242][243]","Arm na Poblachta","Dissident Irish Republican campaign"
"28","Bombing","5","9","Bamako, Mali","A bomb attack in a restaurant in Bamako killed 5 including a French citizen and left 9 injured.[244]","Al-Qaeda in the Islamic Maghreb (suspected)","Northern Mali conflict"
"28-29","Shootings","25","Unknown","Amalaoulaou, Mali","Suspected Jihadists killed at least 25 Tuaregs in coordinated attacks on Dates 28-29 in Amalaoulaou, Mali, the attack was blamed on ""jihadists'.[245]","Al-Qaeda in the Islamic Maghreb (suspected)","Northern Mali conflict"
"29","Shooting","6 (+17)","Several","Lake Chad, Chad","Boko Haram militants ambushed people near Lake Chad killing 6 including soldiers and injuring Several, Chadian Soldiers later announced that they had killed at least 17 militants.[246]","Boko Haram","Boko Haram insurgency"
"29","Rocket attack, mortar attack","3","0","Kidal, Mali","Three people including an UN peacemaker were killed when militants launched rockets and mortar shells towards a camp near Kidal, Mali.[247]","Al-Qaeda in the Islamic Maghreb (suspected)","Northern Mali conflict"
"30","Shooting","12","Dozens","Jos, Nigeria","At least twelve students were killed and dozens were injured when Fulani attackers began to shoot in front of the hostels of the university.[248][249]","Fulani herdsmen militants","Communal conflicts in Nigeria"
"30","Bombing","1","1","Upper Dir District, Pakistan","A IED went off in the Upper Dir District of the Khyber Pakhtunkhwa province of Pakistan resulting in the death of Pakistani soldier as well as the injury of another one, no group has claimed responsibility yet for this attack.[250]","Tehrik-i-Taliban Pakistan (suspected)","War in North-West Pakistan"
"30","Grenade attack, Shooting","1","0","Shopian district, India","An Indian policeman was killed when unknown militants lobbed grenades and opened fire in India's Kulgam District.[251]","Jaish-e-Mohammed (suspected)","Insurgency in Jammu and Kashmir"
