"date","type","dead","injured","location","details","perpetrator","partOf"
"8","Shooting","1","0","Vizcatán, Ayacucho, Peru","A policeman was killed in a shooting between militants of Sendero Luminoso. It is suspected that it was in response to death of a rebel leader.[31][32]","Sendero Luminoso","Internal conflict in Peru"
"8","Unarmed Assault","0","0","Athens, Greece","Members of the militant group Rubicon smashed the glass entrance of the General Secretariat of Information Systems (GSIS) offices in the early hours of Sunday morning.[33]","Rubicon","Terrorism in Greece"
"9","Shooting","5","2","Quetta, Pakistan","Gunmen killed five Shia Muslims while two others were wounded in Quetta, the capital of Balochistan Province of Pakistan.[34]","Al-Qaeda (suspected)","Insurgency in Balochistan"
"9","Ambush","7","13","Bosaso, Puntland, Somalia","Islamic militants attacked a checkpoint outside Bosaso in Somalia’s semi-autonomous Puntland region. Three Police officers and four civilians were killed, thirteen others were wounded.[35]","Al-Shabaab","War in Somalia"
"9","Shooting","2","12","Beni, Democratic Republic of Congo","Two UN soldiers were killed in a shooting attack in DRC.[36]","Allied Democratic Forces","Allied Democratic Forces insurgency"
"10","Shooting","2","3","Mombasa, Kenya","Gunmen kill two female employees of a university in Ukunda near Mombasa. The Driver and two police officers injured in the attack.[37]","Al-Shabaab","War in Somalia"
"10","Bombing","0","3","Cesar Department, Colombia","At least three policeman were wounded in an attack with explosives in the Department of Cesar, in Colombia.[38]","ELN (suspected)","Colombian conflict"
"10","Arson","0","0","Concepción Department, Paraguay","A ranch was set on fire by members of the Paraguayan People's Army in Arroyito, in Concepción Department.[39]","Paraguayan People's Army","Insurgency in Paraguay"
"11","Shooting","2 (+2)","2","Bandipora District, Jammu and Kashmir, India","Two Garud Commandos were killed while another two injured during a shooting against insurgents in Kashmir, India.[40]","Lashkar-e-Taiba","Insurgency in Jammu and Kashmir"
"11","Suicide bombings","1 (+3)","6","Damascus, Syria","Three suicide bombings in a police station in the Syrian capital of Damascus killed at least one person and injured six others.[41][42]","Islamic State","Syrian Civil War"
"12","Suicide car bombings","50+","70+","Deir al-Zor, Syria","Islamic State suicide attackers killed at least 50 people with car bombs in northeastern Syria in a refugee camp.[43][44] MSF Syria stated that over 70 patients were triaged.[45]","Islamic State","Syrian Civil War"
"13","Bombing","0","0","Arauquita and Norte de Santander Department, Colombia","The Military Forces were attributed to the EPL The two attacks against the public force in the Catatumbo region, one of them very close to the Caño Limón Coveñas pipeline, while in the Santander, there was an attack with tatucos at an Army post.[46][46]","EPL","Colombian conflict"
"13","Shooting","1","1","Damhal Hanji Pora, Kulgam District, India","A policeman was killed and another injured when terrorists attacked a police vehicle in Jammu and Kashmir's Kulgam district.[47][48]","Sohail Khan Ghani (suspected)","Insurgency in Jammu and Kashmir"
"14","Shooting","25","0","Kembé, Central African Republic","At least 25 muslims worshipers were killed inside in a mosque in the town of Kembé, in the south of Central African Republic.[49]","Anti-balaka","Central African Republic Conflict"
"14","Truck bombing","587","316","Mogadishu, Somalia","14 October 2017 Mogadishu bombings: A heavy blast caused by a truck VBIED bombing in the capital of Somalia, Mogadishu in a busy area near a hotel left 587 killed and more than 316 injured.[50][51][52][53]","Al-Shabaab","War in Somalia"
"14","Shooting","5 (+11)","13","Nineveh Governorate, Iraq","Five Iraqi soldiers were killed and 13 others injured after an Islamic State shooting attack in Tal Safuk, Iraq.[54][55]","Islamic State","Iraqi Civil War"
"14","Attempted truck bombing","0","0 (+1)","Kabul, Afghanistan","Police arrest a truck driver with heavy explosive vehicle and two rockets in Kabul.[56]","Haqqani network","War in Afghanistan"
"15","Bombing","4","3","Kurram Agency, Pakistan","Four Frontier Corps personnel, including an officer, were killed in an IED blast in Kurram Agency. Tehreek-e-Taliban Pakistan claimed responsibility for the attack.[57]","Tehreek-e-Taliban","War in North-West Pakistan"
"15","Car bombings, Bombings, Shootings","6 (+24)","20","Sinai Peninsula, Egypt","Militants attacked a group of Egyptian soldiers with car bombings, bombings and gunfire in the north of Sinai Peninsula.[58]","Al-Qaeda (suspected)","Sinai Insurgency
Terrorism in Egypt
"
"15","Shooting","1","1","Sorsogon Province, Philippines","A policeman was shot dead and other was injured in separate attacks in the province on Sorsogon, Philippines.[59]","New People's Army","CPP–NPA–NDF rebellion"
"16","Shooting","7","15","El Arish, Egypt","A dozens of Islamist militants robbed a local bank, lobbed grenades and traded gunfire with security forces guarding an unused church in Egypt's Sinai Peninsula on Monday, killing three civilians, including a child, three guards and one soldier and wounded another 15 people.[60]","Islamic State","Sinai Insurgency"
"16","Bombing","2","0","Çukurca, Turkey","Two soldiers were killed after an explosion caused by a bomb in Hakkari province, southern-east Turkey.[61]","PKK","Kurdish–Turkish conflict"
"16","Bombing","1 (+1)","4","Imam Sahib, Shopian district, India","A former PDP sarpanch was killed in attack by militants while four family members were injured. A Hizbul Mujahideen militant was also killed in a scuffle with the victims.[62]","Hizbul Mujahideen","Insurgency in Jammu and Kashmir"
"17","Suicide bombing, shooting","41 (+7)","158+","Paktia Province, Afghanistan","21 police officers (including Toryalai Abdyani, the police chief of the Province) and 20 civilians were killed and over 158 were wounded in a suicide and gun attack on a police training centre in Paktia, Afghanistan. Six attackers were killed by the police, and another blew himself up at the beginning of the attack. Many vehicles including one small truck, a corolla vehicle, a police ranger and a Humvee were used in the attack. Two of the vehicles were loaded with explosives while two others carried the attackers.[63]","Taliban","War in Afghanistan"
"17","Suicide car bombings","30 (+2)","15","Ghazni, Afghanistan","Suicide car bombers stormed a security compound in Andar district and killed 25 police officers and 5 civilians. Also, 15 people were wounded in the attack.[64]","Taliban","War in Afghanistan"
"17","Bombing","0","18","Mersin, Turkey","A police vehicle in Turkey's city of Mersin was hit in a bomb attack wounding several people.[65]","PKK (suspected)","Kurdish–Turkish conflict"
"18","Bombing","7","24","Quetta, Pakistan","At least seven police personnel were killed and 24 others injured as a powerful bomb went off near their vehicle in Sariab Mill area of Quetta.[66]","Tehreek-e-Taliban","Insurgency in Balochistan"
"18","Suicide Bombing","43 (+10)","9","Kandahar, Afghanistan","Suicide bombing attack on an Afghan National Army base in Maiwand district in Kandahar, killed at least forty three military personnel, nine were wounded, six were missing after Taliban militants stormed the base in the middle of the night.[67]","Taliban","War in Afghanistan"
"19","Shooting","0","0","Hatay Province, Turkey","Terrorists from PKK tried to make a shooting against soldiers in Hatay Province. But the security forces shot back at the terrorists and they ran away.[68]","PKK","Kurdish–Turkish conflict"
"19","Bombing","0","21","Mastung, Pakistan","A hand grenade attack in Sultan Shaheed Chowk of Mastung injured 21 people.[69]","Unknown","Terrorism in Pakistan"
"19","Bombing","0","26","Gwadar, Pakistan","A hand grenade attack on labourers in a hotel of Gwadar injured 26 labourers.[69]","Unknown","Terrorism in Pakistan"
"19","Arson","0","0","Concepción Department, Paraguay","A ranch was set on fire by guerrillas in the department of Concepción in the north of Paraguay. The attack was perpetrated even though the owners had paid the ""revolutionary tax"".[70][71]","Ejercito del Mariscal Lopez","Insurgency in Paraguay"
"19","Shooting","50","0","Pombolo, Central African Republic","At least 50 people (40 civilians and 10 UPC militiamen) die in an attack perpetrated by the Christian militia Antibalaka in the town of Pombolo.[72][73]","Anti-balaka","Central African Republic conflict"
"20","Suicide bombing","33 (+1)","10","Khewiagan, Dulaina district, Afghanistan","A suicide bombing in a Sunni mosque of Ghor Province killed 33 people and wounded 10. The main target of the attack was a local commander from the anti-Taliban Jamiat party.[74][75]","Islamic State","War in Afghanistan"
"20","Suicide bombing, shooting","56 (+1)","55","Kabul, Afghanistan","A suicide bomber killed 56 people and wounded 55 others inside a Shia mosque in Kabul.[76]","Islamic State (claimed)","War in Afghanistan"
"20","Suicide car bombing","2 (+1)","0","Markaz, Mogadishu, Somalia","A suicide car bombing hit Makraz, a village next to Mogadishu.[77][78]","Unknown","War in Somalia"
"20","Possibly bombing, shooting","At least 16 (+up to 15)","At least 13","Bahariya Oasis, Egypt","Official Ministry of Interior of Egypt listed 16 police officer deaths, 15 injured and one missing as well as 15 killed or injured terrorists.[79] Reuters and BBC published that 52 policemen were killed; including 23 officers according to Reuters, and 18 according to BBC based on unidentified security sources. This was rebuked State Information service of Egypt.[80]","Unknown (Hasm Movement suspected)","Insurgency in Egypt"
"21","Suicide Bombing","15 (+1)","4","Kabul, Afghanistan","At least 15 conscript soldiers were killed in a suicide bombing of a police minibus in Kabul. The Taliban claim responsibility for the attack.[81][82]","Taliban","War in Afghanistan"
"21","Shooting","12","Several","Tillabéri Region, Niger","Twelve soldiers were killed and several other injured in an assault on a gendarmerie in the Tillabéri Region.[83][84]","AQIM (suspected)","Insurgency in the Maghreb"
"21","Bombing","1","2","Guaviare Department, Colombia","A policeman was killed and other two were injured in an explosive trap in Guaviare.[85][86]","FARC dissidents","Colombian conflict"
"21","Shooting","0","4","Cali, Colombia","A lawyer, his daughter, his niece and his wife (four people in total) are injured in an attack in Cali.[87]","Unknown","Colombian conflict"
"21","Bombing","2","2","Sinjar, Iraq","At least Two people were killed in a explosion of a bomb in a school in the west of sinjar.[88]","Islamic State","Iraqi Civil War (2014–2017)"
"22","Suicide bombing","13 (+1)","18","Maiduguri, Nigeria","A suicide bomber kills 13 people and injures five others in the northeast Nigerian city of Maiduguri. According to the police, 13 more civilians were injured in separate attacks. [89]","Boko Haram","Boko Haram insurgency"
"22","Shooting","1","0","Mimika Regency, Indonesia","A National Police Mobile Brigade officer was shot and killed in Mimika near the Freeport Grasberg mine with an TPNPB unit taking responsibility who were being pursued after they shot at Freeport mine vehicles on 24 September.[90][91]","West Papua National Liberation Army","Papua conflict"
"22","Bombing","2","8","Ishkamish District, Afghanistan","Two people were killed and other eight injured in an attack in a hotel in the province of Takhār[92][93]","Taliban","War in Afghanistan"
"22","Car Bombing","11","0","Mogadishu, Somalia","At least eleven people were killed in a bombing in the north of Mogadishu.[94]","Al-Shabaab","War in Somalia"
"23","Suicide truck bombing","4 (+5)","10","Mudia, Abyan Governorate, Yemen","Suspected al Qaeda militants attacked a military checkpoint in the southern Yemen province of Abyan, killing four soldiers and wounding 10.[95]","Al-Qaeda in the Arabian Peninsula (suspected)","Yemeni Civil War"
"24","Bombing","1","4","Ségou Region, Mali","At least two malian soldiers were wounded when a vehicle that transports a convoy hit a bomb leaving two soldiers wounded. Later in the post of Gendarmerie of Ouan at least one soldier was killed and other two were wounded. At the same time, post of Gendarmerie Dioro (Markala) was also attacked without causing any casualties[96][97]","Jama'at Nasr al-Islam wal Muslimin","Northern Mali conflict"
"25","Shooting","2","1","Soumpi, Mali","In the village of Soumpi, (located about twenty kilometres from Niafunké) at least two soldiers were killed, other was injured and two or three vehicles were destroyed in an attack of militants.[97][98]","Jama'at Nasr al-Islam wal Muslimin","Northern Mali conflict"
"25","Assassination","1","0","Chocó Department, Colombia","A indigenous leader was shot dead by militants of the ELN.[99][100]","ELN","Colombian conflict"
"25","Bombing","0","0","Narayanpur district, India","An improvised explosive device was detonated to the passage of a convoy of soldiers in the disctrict of  Narayanpur,Chattisgargh, India.[101]","CPI","Naxalite–Maoist insurgency"
"25","Shooting","0","1","Cagayan de Oro, Philippines","At least one soldier was wounded in a shootout against communist militants in Cagayan de Oro.[102]","New People's Army","CPP-NPA-NDF conflict"
"25","Bombing","0","1","Mopti Region, Mali","Around the 11 am a vehicle of the Malian Armed Forces hit an improvised explosive device in the region of Mopti, The wounded were evacuated to Sévaré.[103]","Jama'at Nasr al-Islam wal Muslimin","Northern Mali conflict"
"25","Shooting","2","3","Ajdabiya, Libya","At least two soldiers were killed and other three were wounded in an attack by the Islamic State in the northwest of Libya.[104][105]","Islamic State","Libyan Civil War (2014–present)"
"26","Bombing","3","2","Aguelhok, Mali","Three UN blue helmets died in the explosion of a bomb in Aguelhok, while two others were injured. This was confirmed to a large extent with what JNIM reported in its claim.[106][97]","Jama'at Nasr al-Islam wal Muslimin","Northern Mali conflict"
"26","Shooting","5","0","Mosul, Iraq","Five Federal Police personnel were killed in an armed attack launched by Islamic State militants in western Mosul.[107]","Islamic State","Iraqi Civil War"
"27","Bombing","1","8","Manama, Bahrain","One policeman was killed and eight others were injured in a terror attack west of the capital Manama.[108]","Shia Militants (suspected)","Terrorism in Bahrain"
"28","Car bombings, Shootings","25","30","Mogadishu, Somalia","28 October 2017 Mogadishu bombings: An explosion occurs near the national theater area in Mogadishu, Somalia, two weeks after a similar attack.[109][110][111]","Al-Shabaab","War in Somalia"
"30","Attack","11","Unknown","Kolofata, Cameroon","11 civilians were killed by Boko Haram terrorists in Kolofata, Cameroon.[112]","Boko Haram","Boko Haram insurgency"
"30","Roadside Bombing","1","1","Dera Ismail Khan District, Pakistan","One paramilitary was killed and another wounded in a roadside bombing in the South Waziristan tribal region near the Afghan border.[113]","Tehrik-i-Taliban Pakistan (suspected)","War in North-West Pakistan"
"30","Suicide bombing","5 (+1)","Several","Maiduguri, Nigeria","Five civilians were killed and several other were Boko Haram terrorist blew himself up in a mosque in Maiduguri, Nigeria.[114]","Boko Haram","Boko Haram insurgency"
"30","Bombing","4","9","Banki, Nigeria","Four people, including a mother and her two children, were killed and nine others were injured when a vehicle hit a mine planted by Boko Haram terrorists in Banki, Nigeria.[115]","Boko Haram","Boko Haram insurgency"
"31","Suicide bombing","14 (+1)","13","Kabul, Afghanistan","14 people were killed and 13 were wounded when an Islamic State suicide bomber blew himself up in Kabul.[116]","Islamic State","War in Afghanistan"
"31","Shooting","6","0","Diafarabé, Mali","Five Malian Soldiers and a civilian were killed in an ambush on a convoy of malian high court of justice.[117][118]","JNIM","Northern Mali Conflict"
"31","Bombing","0","3","Sahel Region, Burkina Faso","At least three burkinese soldiers were injured in a bombing in the location of Ariel.[119]","Ansar al-Islam","Insurgency in the Maghreb (2002–present)"
"31","Vehicular assault","8","11 (+1)","New York City, United States","2017 Lower Manhattan attack: A pickup truck rammed into pedestrians near the World Trade center in New York, killing eight people and injuring 11 others. An ISIS flag and a note that read ""Islamic State lives forever"" in Arabic were found near the truck. The attacker was self-radicalized and he had followed the Islamic State group's advice on social media on how to carry out vehicular attacks.[120][121]","Islamic State","Terrorism in the United States"
