"date","type","dead","injured","location","details","perpetrator","partOf"
"23","Suicide car bombing","7 (+1)","38","Lashkar Gah, Afghanistan","At least Seven people, including two women and one child were killed and 38 others wounded when a suicide attacker detonated a car bomb near a police headquarters in Lashkargah, the capital of southern Helmand province of Afghanistan.[151]","Taliban","War in Afghanistan"
"23","Executions","11","0","Jufra, Libya","Eleven people, including nine members of Libya's eastern forces, had their heads cut off in an attack by Islamic State militants in central Libya.[152]","Islamic State","Libyan Civil War"
"23","Shooting","0","2","Baghdad, Iraq","Two soldiers were wounded as unknown gunmen attacked their patrol in the south of the capital Baghdad.[153]","Islamic State (suspected)","Iraqi Civil War"
"23","Suicide bombing","4 (+2)","8","Maiduguri, Nigeria","A least four people died and eight others were injured when two terrorists attacked Maiduguri.[154]","Boko Haram","Boko Haram insurgency"
"23","Shooting, stabbing, arson","27","6","Borno State, Nigeria","Boko Haram extremists killed at least 27 people by shooting them and slitting their throats as they attacked several villages in northern Nigeria's Borno state.[155]","Boko Haram","Boko Haram insurgency"
"24","Bombing","1","3","Baghdad, Iraq","One civilian was killed and three others were wounded when a bomb blast hit an area in western Baghdad.[156]","Islamic State","Iraqi Civil War"
"24","Executions","8","0","Kirkuk Governorate, Iraq","Islamic State militants burned to death a family of eight, including an infant, for attempting to flee the group’s stronghold in southwestern Kirkuk.[157]","Islamic State","Iraqi Civil War"
"24","Stabbing","0","1","Warsaw, Poland","A police officer sustained moderate facial injuries, after he was stabbed by an Israeli jihadist at the Allah-Las Concert in Warsaw. The attacker was subdued and reportedly shouted ""Allahu Akbar"", and may have been motivated by the nature of the concert's name. The incident followed an attempted attack in Rotterdam the day before at another venue that the band were playing at.[158]","Islamic Movement in Israel (suspected)","Islamic terrorism in Europe"
"24","Shooting","1","1","West Azerbaijan Province, Iran","Kurdish-Iranian separatists carried out a successful military operation in Iran, killing a member of Islamic Republic Revolutionary Guards.[159]","PDKI","Western Iran clashes"
"24","Roadside Bombing","4","1+","Kapisa province, Afghanistan","Two police personnel and as many civilians were killed in a roadside bombing in Nijrab district of central Kapisa province on Thursday.[160]","Taliban (suspected)","War in Afghanistan"
"25","Shooting, suicide bombing, hostage taking","40 (+5)","90","Kabul, Afghanistan","A suicide bomber blew himself up in the entrance of a shiite mosque in the Afghani capital Kabul. Later three or four gunmen stormed the mosque to shoot indiscriminately against civilians and took several hostages.[161]","Islamic State (claimed)","War in Afghanistan"
"25","Shooting, arson, kidnapping","15","8","Far North Region, Cameroon","Suspected Boko Haram militants sprayed a village in remote Cameroon with automatic fire, killing 15 people and kidnapping eight others in an overnight raid near the Nigerian border.[162]","Boko Haram","Boko Haram insurgency"
"25","Hostage taking, executions","99+","Unknown","Maungdaw District, Myanmar","Kha Maung Seik massacre: The villages in a cluster known as Kha Maung Seik in northern Maungdaw District of Rakhine State in Myanmar were attacked by armed insurgents. At least 99 Hindus were killed.[163]","Arakan Rohingya Salvation Army","Northern Rakhine State clashes"
"25","Stabbing","0 (+1)","2","Brussels, Belgium","August 2017 Brussels attack: Two soldiers were lightly wounded after a machete-wielding man attacked them in Brussels. The perpetrator was shot dead at the scene, and the surrounding area was promptly evacuated.[164]","Islamic State","Islamic terrorism in Europe"
"25","Vehicular attack, stabbing","0","3","London, United Kingdom","2017 Buckingham Palace incident: Three police officers arrested a 26-year-old man in possession of a 4-foot long samurai sword inside a car near Buckingham Palace. The man had stopped his car after driving it towards a police vehicle. The police officers were slightly injured whilst making the arrest.[165]","Islamist (suspected)","Islamic terrorism in Europe"
"25","Bombing","1","4","Anbar, Iraq","A senior officer was killed and four soldiers were wounded in two separate blasts in Anbar.[166]","Islamic State","Iraqi Civil War"
"26","Shooting","8 (+2)","5","Pulwama district, India","Eight security personnel have been killed while five were injured in an encounter with militants in Pulwama's district police lines in Jammu and Kashmir. Two terrorists have also been killed in the encounter.[167]","Jaish-e-Muhammad (claimed)","Insurgency in Jammu and Kashmir"
"26","Bombing","1","5","Arar border crossing, Iraq","A senior officer was killed, while five others were wounded in an explosion that occurred near common borders with Saudi Arabia.[168]","Islamic State","Iraqi Civil War"
"26","Car bombing","1","0","Baghdad, Iraq","A bomb planted under a civilian’s vehicle exploded while the vehicle was at Shuhadaa al-Bayaa region in southwest of Baghdad. The citizen was killed immediately.[169]","Islamic State","Iraqi Civil War"
"26","Bombing","1","5","Kirkuk, Iraq","Six Kurdish Peshmerga were killed and wounded when an explosive device went off on the side of a road west of Kirkuk.[170]","Islamic State","Iraqi Civil War"
"26","Bombing","3","2","Farah Province, Afghanistan","At least two policemen and a civilian have been killed, and two other policemen received injuries in a roadside bomb explosion in western Farah province.[171]","Taliban","War in Afghanistan"
"26","Bombing","0","2","Donbass region, Ukraine","Two women were injured by an explosive device near a Ukrainian Armed Forces checkpoint north of government-controlled Berezove.[172]","Donetsk People's Republic (suspected)","War in Donbass"
"26","Shooting","1","2","Timbuktu, Mali","Gunmen attacked a Malian Army checkpoint in the northern Mali city of Timbuktu, killing a soldier and wounding two more.[173]","Al-Qaeda in the Islamic Maghreb","Insurgency in the Maghreb"
"27","Car bombing","6","12","Baghdad, Iraq","At least six civilians were killed in two car bomb attacks, and a bomb blast in different zones of Baghdad.[174]","Islamic State","Iraqi Civil War"
"27","Car bombing","0","2","Mogadishu, Somalia","The Somali security forces thwarted a car bomb attack that wounded at least 2 civilians at Maka Mukarama road, Mogadishu.[175]","Al-Shabaab (suspected)","War in Somalia"
"27","Shooting","2","0","Nimruz Province, Afghanistan","Two police officers, including a district police chief, have been killed when their convoy was attacked by militants in western Nimroz province.[176]","Taliban (suspected)","War in Afghanistan"
"27","Suicide bombing","13 (+1)","19","Helmand Province, Afghanistan","A suicide bomber reportedly detonated his explosives near a military vehicle in Nawa district of southern Helmand province killing at least 13 people and wounding 19.[177]","Taliban","War in Afghanistan"
"27","Bombing","1","0","Tal Afar, Iraq","An Iraqi cameraman was killed as an IED exploded while he was accompanying troops in their attacks against Islamic State militants in Tal Afar.[178]","Islamic State","Iraqi Civil War"
"28","Rocket attack","1","3","Daraa Governorate, Syria","Two citizens were killed and three women were injured in terrorist attacks by bullets and mortars shot by terrorist groups positioned in Daraa eastern countryside.[179]","Tahrir al-Sham (suspected)","Syrian Civil War"
"28","Car bombing","16","38","Baghdad, Iraq","A car bomb went off near the busy Jamila wholesale market in Baghdad’s Shiite district of Sadr City killing 12 people and wounding at least 28 others. Additionally, an IED exploded at al-Yusufiya region, in south of Baghdad, which caused death of four persons and injury of eight others. Another two civilians were wounded in an IED blast that occurred in northern Baghdad.[180][181][182]","Islamic State","Iraqi Civil War"
"28","Stabbing","1 (+2)","1","Kaspiysk, Russia","Two Islamists attacked police officers with knives at the gas station in Kaspiysk. One policeman was killed, another was wounded. Both militants were shot dead.[183]","Islamic State (claimed)","Insurgency in the North Caucasus"
"29","Assassination","1","0","Lice, Turkey","PKK militants reportedly stopped a car driven by a man identified as Ramazan Mula in the Saydamlı neighborhood. They later tied the man to a tree and shot him before setting the vehicle on fire.[184]","PKK","Kurdish–Turkish conflict"
"29","Ambush","2","0","Ekeremor, Nigeria","A Nigerian soldier and a civilian were shot dead in an ambush carried out by suspected Niger Delta militants in Ekeremor.[185]","Niger Delta Militants (suspected)","2016 Niger Delta conflict"
"29","Roadside bombing","3","0","Sirnak, Turkey","Three construction workers were killed in an attack by the PKK militantsin Turkey’s southeastern province of Şırnak, the Şırnak Governorship said in an official statement.[186][187]","PKK","Kurdish–Turkish conflict (2015–present)"
"29","Arson","0","0","Los Ríos Province, Chile","At least 29 trucks were burned in the commune of San Jose de la Mariquina in the region of Los Ríos in Chile. In the place left a pamphlet where the group Weichan Auka Mapu claim responsibility for the attack.[188]","Weichan Auka Mapu","Mapuche conflict"
"29","Suicide bombing","5 (+1)","9","Kabul, Afghanistan","A suicide bombing has killed at least five people in a busy commercial area in central Kabul, not far from the US Embassy.[189]","Taliban","War in Afghanistan"
"29","Bombing","2","7","Baghdad, Iraq","Two civilians were killed, while seven others were wounded as three blasts occurred at several regions in the capital Baghdad.[190]","Islamic State","Iraqi Civil War"
"30","Shooting, kidnapping","1","12","Dikwa, Nigeria","A person was killed, two others were injured and nine were kidnapped in coordinated attacks carried out by Boko Haram militants.[191]","Boko Haram","Boko Haram insurgency"
"30","Roadside bombing","3","3","Tal Afar, Iraq","Five Hashd al-Shaabi fighters were killed—and three more injured—by two roadside bombs that went off in Iraq’s recently-liberated Tal Afar district.[192]","Islamic State","Iraqi Civil War"
"30","Rocket attack","1","6","Hama Governorate, Syria","A child was killed and 6 citizens were injured as the terrorist groups fired rocket shells on Mhardeh city in the northern countryside of Hama province.[193]","Tahrir al-Sham (suspected)","Syrian Civil War"
"30","Suicide bombing, attempted suicide bombing","2 (+2)","1","Jalalabad, Afghanistan","A suicide bomber detonated his explosives in front of the house of an Afghan MP in Jalalabad. The explosion killed two guards and injured another one. A second attacker was killed before he could detonate himself.[194]","Islamic State","War in Afghanistan"
"31","Bombing","0","8","Izmir, Turkey","A heavy explosion next to a prison service in Izmir left several injured. Turkish Police suspect that PKK is behind the attack.[195]","PKK (suspected)","Kurdish–Turkish conflict"
"31","Suicide bombing","2 (+1)","2","Tiaret, Algeria","A suicide bomber attacked a Police Station in Tiaret, killing at least two policemen.[196]","Islamic State","Insurgency in the Maghreb"
"31","Bombing","4","11","Baghdad, Iraq","A civilian was killed, seven others, including army personnel, were wounded in two blasts that north and southwest of Baghdad. Additionally, three members of Tribal Mobilization groups were killed, while four others were wounded when armed attackers hurled a hand grenade on their checkpoint in Abu Gharib, west of the capital.[197][198]","Islamic State (suspected)","Iraqi Civil War"
"31","Car bombing","8","8","Nofaliya, Libya","A suicide bomber blew his car up at a checkpoint in the town of Nofaliya, 127 km east of Sirte, killing four LNA soldiers, and wounding eight more.[199]","Islamic State","Libyan Civil War"
"31","Shooting","0","1","Shopian district, India","A police officer was injured after suspected militants fired upon him at Imamsahab area in Shopian.[200]","Lashkar-e-Taiba (suspected)","Insurgency in Jammu and Kashmir"
"31","Shooting","1","0","Djibasso, Burkina Faso","A person was killed in a terrorist attack carried out by militants in Djibasso.[201]","Al-Qaeda in the Islamic Maghreb (suspected)","Insurgency in the Maghreb"
"31","Bombing","0","3","Arauca Department, Colombia","Three Marines were wounded with another missing after being attacked with a bomb activated by ELN.[202]","ELN","Colombian conflict"
