"date","type","dead","injured","location","details","perpetrator","partOf"
"29","Ambush","4","0","Bay, Somalia","A Somali army colonel and three soldiers were killed following an attack on a convoy by Al-Shabaab militants in Bay region in Southern Somalia.[191]","Al-Shabaab","Somali Civil War"
"30","Bombing","8","1","Kurram Agency, Pakistan","At least eight people of a family were killed and another one injured as a result of a bomb explosion in the Maqbal area of Upper Kurram Agency.[192]","Tehrik-i-Taliban Pakistan (suspected)","War in North-West Pakistan"
"30","Shooting","5","4","Borno State, Nigeria","Boko Haram jihadists killed at least five loggers in northeast Nigeria. Four others were injured in the attack.[193]","Boko Haram","Boko Haram insurgency"
"30","Shooting","3","0","Santacruz de Guachavez, Colombia","At least three ex-members of the Farc who carried out tasks on a farm in the Santa Cruz de Guachavez municipality of Nariño, were kidnapped and later killed by ELN militants.[194]","ELN","Colombian conflict"
"30","Suicide car bombing","22 (+1)","Several","Shabwah Governorate, Yemen","About 22 newly-recruited Yemeni soldiers were killed when a suicide car bombing struck a military checkpoint in the southeastern province of Shabwah. Several others were wounded in the attack.[195][196]","Al-Qaeda in the Arabian Peninsula","Yemeni Civil War"
"30","Bombing","0","2","Mosul, Iraq","An explosive charge planted by Islamic State militants inside a house in the Old City of Mosul went off, injuring a man and his wife.[197]","Islamic State","Iraqi insurgency"
"30","Bombing","1","3","Bari, Somalia","A roadside bomb hit a military vehicle carrying Puntland soldiers in the vicinity of Galgala hills of Bari region, killing at least one soldier, wounding 3 others.[198]","Al-Shabaab","Somali Civil War"
"30","Car bombing","1","2","Idlib Governorate, Syria","A civilian support worker for the Turkish Armed Forces was killed in a terrorist car bomb attack on a military convoy in Syria's northwestern Idlib province. One Turkish soldier and another civilian employee were also injured in the explosion.[199][200]","YPG / PKK","Syrian Civil War"
"31","Bombing","2","7","Bourem Cercle, Mali","Two Malian soldiers were killed and seven wounded when their vehicle hit an improvised explosive device near Gao in northern Mali.[201]","Al-Qaeda in the Islamic Maghreb","Northern Mali conflict"
"31","Shooting, bombing","3","2","Hawija District, Iraq","Islamic State members have assassinated a former general of the Iraqi military in the southwest of Kirkuk. In another incident, two police officers were killed and another two injured while attempting to defuse an explosive device.[202][203]","Islamic State","Iraqi insurgency"
"31","Bombing","1","3","Baghdad Governorate, Iraq","A civilian has been killed and three others have been injured when their vehicle struck a roadside bomb in the Al-Taji district of Baghdad province.[204]","Islamic State","Iraqi insurgency"
"31","Suicide bombings","4 (+2)","44","Konduga, Nigeria","Four people were killed and 44 others sustained injuries in multiple suicide bomb attacks at a Konduga community and the Dalori Internally Displaced Persons camp.[205][206]","Boko Haram","Boko Haram insurgency"
